,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
458,prerank,negative regulation of response to stimulus (GO:0048585),-0.7592950274925,-1.3562851261799675,0.0847457627118644,0.2761690069868473,1.0,10/41,10.14%,COL3A1;FCGR2B;DDAH1;CLU;IGFBP3;PTPN1;TWIST1;MAPK7;MCTP1;THY1
459,prerank,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),-0.6238193436443638,-1.3562764217676075,0.028169014084507043,0.27543463200158586,1.0,30/184,10.55%,TREM2;ECM1;S100A4;HTR2B;CLEC7A;TLR9;HMOX1;NEK6;TRIM59;FLNA;IKBKE;TIFA;CD74;LITAF;CASP1;PRKCB;F2R;CX3CL1;TMEM106A;CARD11;TICAM2;RHOC;TRAF1;SHISA5;IRAK4;NLRC3;LGALS1;MAP3K14;NR1H4;TSPAN6
460,prerank,myeloid leukocyte differentiation (GO:0002573),-0.7460194778721044,-1.3550029316321492,0.07575757575757576,0.27856104464251746,1.0,12/50,8.49%,TREM2;TYROBP;PDE1B;CSF1R;RUNX1;PIK3CD;SPI1;CEBPA;E2F1;TNFRSF11A;SBNO2;BATF
461,prerank,plasma membrane bounded cell projection morphogenesis (GO:0120039),-0.7623114434400431,-1.3548478212835149,0.04838709677419355,0.2781526780078993,1.0,4/38,1.80%,PAK1;DCLK1;NCKAP1L;DBN1
462,prerank,organelle transport along microtubule (GO:0072384),0.7863925797759399,1.354615732952246,0.045454545454545456,0.5057420150334379,1.0,5/28,5.07%,LRPPRC;TMEM201;TRAK1;MAPT;RHOT2
463,prerank,regulation of androgen receptor signaling pathway (GO:0060765),-0.764118836135344,-1.3541861959571302,0.11363636363636363,0.279418054127869,1.0,2/28,2.61%,SFRP1;TCF21
464,prerank,regulation of p38MAPK cascade (GO:1900744),-0.7835647122379785,-1.3540319333706305,0.034482758620689655,0.27900957208862004,1.0,6/32,6.30%,TREM2;GDF6;GADD45B;NCF1;SPHK1;SPI1
465,prerank,cholesterol transport (GO:0030301),-0.7697109091298319,-1.3537495583311348,0.05263157894736842,0.27909220216970243,1.0,11/30,12.68%,APOE;NPC2;CLU;SOAT1;STAR;MSR1;ABCG1;TSKU;NPC1;OSBPL5;ABCA1
466,prerank,negative regulation of programmed cell death (GO:0043069),-0.5986723350296218,-1.3532429377568198,0.03125,0.2794343003081195,1.0,53/283,12.10%,FSTL1;TREM2;COMP;SFRP1;HCK;NUPR1;PDPN;NCKAP1L;PTK2B;ANXA1;CTSH;ASNS;KRT18;HTR2B;LAPTM5;SOX9;THBS1;CD44;CLEC5A;SRC;TXNDC5;IGF1;FLNA;SPHK1;CD74;NIBAN2;OSR1;EVI2B;CX3CL1;ARL6IP1;MYC;GAS6;ANXA4;IFIT3;BID;HGF;CDK1;PRELID1;PLAUR;RPS6KA1;ARF4;BIRC5;CFL1;NUAK2;NR1H4;MET;CLN3;NOTCH2;WNT11;DDAH2;AXL;CASP3;ANXA5
467,prerank,response to UV (GO:0009411),-0.7062613116414075,-1.3522218430693647,0.034482758620689655,0.28191285818258216,1.0,6/88,8.70%,MFAP4;SCARA3;PRKCD;PCLAF;MYC;GPX1
468,prerank,regulation of axon extension (GO:0030516),-0.7414360848841792,-1.351459354330359,0.12280701754385964,0.28398967402254366,1.0,5/32,6.92%,APOE;DBN1;RTN4;OLFM1;SHTN1
469,prerank,cellular amino acid catabolic process (GO:0009063),0.7439062092024474,1.3509317336100715,0.0975609756097561,0.517201950289185,1.0,26/55,8.93%,DLD;IVD;ACAT1;ALDH5A1;DLST;OGDH;HIBADH;GOT1;ALDH4A1;KYAT1;BCKDHA;GOT2;GCDH;DDO;CARNMT1;NOS2;ECHS1;SHMT1;AUH;DBT;HIBCH;BCKDHB;MCCC1;HSD17B10;MCCC2;BCKDK
470,prerank,regulation of protein transport (GO:0051223),-0.8503419167304158,-1.350929363651913,0.019230769230769232,0.2848949443851892,1.0,4/24,6.51%,LCP1;P3H1;ATP13A2;PTPN1
471,prerank,B cell activation (GO:0042113),-0.738886971886793,-1.3499722096252056,0.06349206349206349,0.2862448821246695,1.0,17/49,10.04%,LAT2;FCRL1;PTPRC;BLNK;CD22;BTK;NFAM1;VCAM1;PRKCB;PIK3CD;ITGA4;TPD52;PTPRJ;CD79B;HHEX;LYL1;EPHB2
472,prerank,blood vessel endothelial cell migration (GO:0043534),0.7660019262889602,1.3499594591137916,0.14893617021276595,0.5176286769279722,1.0,3/20,4.34%,KDR;NR4A1;VEGFA
473,prerank,toll-like receptor 4 signaling pathway (GO:0034142),-0.8502346604019756,-1.3499225962319032,0.061224489795918366,0.2856650755168778,1.0,5/16,6.65%,ITGB2;PIK3AP1;ITGAM;CD14;TICAM2
474,prerank,positive regulation of mitochondrial fission (GO:0090141),0.7814346037810267,1.349771503501151,0.06666666666666667,0.5137490762407638,1.0,6/19,13.60%,KDR;PINK1;MIEF2;DNM1L;PRKN;MUL1
475,prerank,positive regulation of proteasomal protein catabolic process (GO:1901800),-0.703726606356265,-1.349698587484868,0.08064516129032258,0.2855677111815036,1.0,5/83,3.15%,TREM2;NUPR1;NKD2;RNF180;CLU
476,prerank,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",-0.6607929197017304,-1.349461966995735,0.043478260869565216,0.28540717671093135,1.0,29/109,19.07%,PABPC1;RPL3;RPS12;RPL34;RPL6;RPS4X;RPS16;RPL27A;RPL17;RPL39;RPS8;RPS20;RPL13A;RPS26;RPS23;RPS5;SMG9;RPL37A;RPL15;RPS19;RPL12;RPL41;RPL36A;RPL35A;RPL10A;RPL35;RPL14;RPS18;RPS27A
477,prerank,negative regulation of secretion by cell (GO:1903531),-0.8901189552778828,-1.3491541614387523,0.03125,0.28521576828605627,1.0,3/18,2.60%,APOE;ANXA1;TNFRSF1B
478,prerank,intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332),0.7856994778940675,1.3483511462674906,0.08695652173913043,0.5155963695980627,1.0,3/28,7.13%,PDK2;USP28;CDIP1
479,prerank,positive regulation of fibroblast proliferation (GO:0048146),-0.8272145462014736,-1.34824379358162,0.05555555555555555,0.2868945462791363,1.0,10/24,8.07%,FN1;EREG;IGF1;SPHK1;CD74;S100A6;PDGFC;MYC;E2F1;GAS6
480,prerank,regulation of chondrocyte differentiation (GO:0032330),-0.8781821526495823,-1.3482241920573135,0.07407407407407407,0.2861946014296303,1.0,6/19,6.53%,GDF6;LOXL2;ADAMTS12;MDK;SOX9;TGFBR1
481,prerank,leukocyte cell-cell adhesion (GO:0007159),-0.8507914344084433,-1.34788357392965,0.08,0.28653818945686876,1.0,11/20,13.50%,ITGB2;CERCAM;FERMT3;CCL5;VCAM1;ITGA4;ICAM1;ITGAL;MSN;SYK;SELP
482,prerank,actin cytoskeleton reorganization (GO:0031532),-0.7462491263934666,-1.3478633589119118,0.11864406779661017,0.28581166451916845,1.0,10/53,8.24%,PLEK;PAK1;ANTXR1;ANXA1;GPR65;PTK7;FLNA;PARVG;PTPN1;S1PR2
483,prerank,chromatin organization (GO:0006325),-0.6731705115691528,-1.3477345457159005,0.06896551724137931,0.28559044218160196,1.0,8/112,8.47%,PAK1;LOXL2;SNAI1;SOX9;PADI2;SPI1;MYC;SMARCA1
484,prerank,regulated exocytosis (GO:0045055),-0.6568786065454703,-1.3477192670921954,0.014705882352941176,0.2849017408485222,1.0,41/124,12.10%,SPARC;FN1;SERPINE1;PLEK;TGFB3;ECM1;STEAP2;RAB31;TIMP1;VEGFD;ISLR;CLU;ACTN1;FERMT3;CD109;THBS1;TGFB2;LHFPL2;IGF1;FLNA;SERPING1;STXBP2;TMSB4X;ITGB3;CD63;MAGED2;CD9;GAS6;HGF;TAGLN2;ENDOD1;TIMP3;RAB11FIP1;APP;LAMP2;TGFB1;PROS1;QSOX1;TOR4A;CYRIB;ANXA5
485,prerank,regulation of neuron apoptotic process (GO:0043523),-0.7061943265594568,-1.3472593428799604,0.03636363636363636,0.28571251681704374,1.0,13/68,5.83%,TREM2;APOE;NUPR1;CRLF1;TGFB3;PTK2B;MDK;ADAM8;TGFB2;GRN;UNC5B;LGMN;F2R
486,prerank,regulation of smooth muscle cell migration (GO:0014910),-0.8769662619601972,-1.3467166829281243,0.04918032786885246,0.28620811638966515,1.0,8/20,4.91%,CCN4;SERPINE1;S100A11;LRP1;IGFBP3;PLAU;IGF1;CCL5
487,prerank,response to estradiol (GO:0032355),-0.8708104952418787,-1.3465915049492683,0.037037037037037035,0.2858642559089911,1.0,2/19,1.65%,SFRP1;ANXA1
488,prerank,respiratory chain complex IV assembly (GO:0008535),0.8035608431346105,1.3456227740493238,0.02,0.5234910157851302,1.0,12/21,15.14%,COX10;BCS1L;COX14;OXA1L;COX15;COA5;TIMM21;COX17;SMIM20;SCO1;COA3;SCO2
489,prerank,positive regulation of Rho protein signal transduction (GO:0035025),-0.8678072165314265,-1.3451918296163958,0.06451612903225806,0.2885202737994201,1.0,5/20,7.66%,COL3A1;GPR35;GPR65;F2R;ROBO1
490,prerank,cellular response to ketone (GO:1901655),-0.7924647792615627,-1.3447564112327957,0.03389830508474576,0.288880971129221,1.0,6/29,8.97%,SPP1;SFRP1;SRC;ADCY3;GNG2;TRERF1
491,prerank,phagosome maturation (GO:0090382),-0.7645775775292301,-1.3445380021077085,0.10714285714285714,0.28871713123592563,1.0,8/29,8.40%,TCIRG1;RAB31;RAB32;CORO1A;ATP6V0D2;RAB34;ATP6V0A4;SLAMF8
492,prerank,regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393),-0.7815991798081076,-1.3440298319614628,0.05454545454545454,0.2893819412895497,1.0,12/35,11.95%,GDF6;TGFB3;GDF15;TGFB2;EMILIN1;TGFBR1;PMEPA1;INHBB;BMPER;INHBA;TGFB1;BMP2
493,prerank,sodium ion transport (GO:0006814),0.724594304452388,1.3436665478715684,0.125,0.5277835502747992,1.0,7/28,6.31%,SCN4B;HCN4;SCN4A;NDUFA9;HCN2;ATP1A2;FGF13
494,prerank,cellular response to peptide (GO:1901653),-0.7405380450158975,-1.3434539373875778,0.125,0.2900737625990144,1.0,10/43,6.78%,TREM2;VIM;FCGR2B;LRP1;ATP1A3;SRC;IGF1;LGMN;VCAM1;ITGA4
495,prerank,regulation of cartilage development (GO:0061035),-0.8345118402562781,-1.342526612513217,0.05172413793103448,0.2917681918471517,1.0,6/16,12.48%,MDK;BMP1;SOX9;WNT11;BMP2;TRPS1
496,prerank,regulation of interleukin-2 production (GO:0032663),-0.7465582516931912,-1.3423586573022661,0.1,0.2913550975287059,1.0,10/38,7.78%,CCR2;PTPRC;ANXA1;HAVCR2;CLEC7A;LAPTM5;RUNX1;CARD11;PNP;CD80
497,prerank,monocarboxylic acid metabolic process (GO:0032787),0.6362627226545997,1.341886978219542,0.027777777777777776,0.5327211749663224,1.0,30/87,8.73%,DLAT;CKM;PDHX;ACOT1;ACOT2;PDHB;DLD;ECHDC3;CKMT2;CPT1B;LPL;LDHB;SLC16A1;PDHA1;ALDH4A1;VDAC1;GNPAT;GOT2;ME3;CD36;PPARA;ALKBH7;AMACR;THEM4;PCCA;GLO1;MCCC1;ALOX12;PCCB;MCCC2
498,prerank,protein localization to plasma membrane (GO:0072659),0.5982876096946717,1.341165431465297,0.02857142857142857,0.5312615256136076,1.0,11/106,6.31%,RAB12;P2RY1;ANK2;ANK1;RAB3A;AFDN;TNIK;KCNB1;CACNB2;EFR3B;FGF13
499,prerank,positive regulation of T cell proliferation (GO:0042102),-0.7790307610630001,-1.3408864137126855,0.03389830508474576,0.29516034354301923,1.0,14/34,8.00%,CCR2;NCKAP1L;PTPRC;ANXA1;CCDC88B;AIF1;CD276;IGF1;CCL5;IL18;VCAM1;PNP;CD80;IGFBP2
500,prerank,regulation of developmental growth (GO:0048638),-0.8201244481538263,-1.3407220183815527,0.09090909090909091,0.2949219520048281,1.0,3/23,4.78%,APOE;OLFM1;IGF1
501,prerank,regulation of anatomical structure morphogenesis (GO:0022603),-0.6622900039961968,-1.3404210403728232,0.04285714285714286,0.29504687952882314,1.0,7/97,3.44%,SPARC;GPNMB;SFRP1;VASH2;PAK1;HMOX1;ADGRA2
502,prerank,lysosome organization (GO:0007040),-0.7115930010102728,-1.3402253125651422,0.05454545454545454,0.29499059658774435,1.0,12/33,14.72%,TASL;GRN;CORO1A;GBA;TPCN2;HPS1;MYO7A;ARSB;CLN3;ABCA1;ACP2;TMEM165
503,prerank,regulation of neuron migration (GO:2001222),-0.804620513560356,-1.3402240022535943,0.1320754716981132,0.2942143055440924,1.0,5/22,6.92%,COL3A1;MDK;IGSF10;CX3CL1;SHTN1
504,prerank,actin filament bundle organization (GO:0061572),-0.7911775234848918,-1.3395924197908735,0.08928571428571429,0.2951483222133793,1.0,11/23,16.81%,LCP1;AIF1;DPYSL3;PAWR;MICAL1;CORO1B;RHOD;CALD1;NEDD9;LIMA1;PLS3
505,prerank,regulation of epithelial cell proliferation (GO:0050678),-0.7048305796520034,-1.3391157407616137,0.07692307692307693,0.2958386043757938,1.0,19/68,11.81%,SFRP2;SFRP1;NUPR1;EREG;SOX9;CDKN2B;TGFB2;GRN;IGF1;C5AR1;OSR1;MYC;GPX1;NLRC3;UHRF1;TGFB1;MAGED1;RUNX3;FGFR2
506,prerank,negative regulation of phosphoprotein phosphatase activity (GO:0032515),-0.8761766188908999,-1.3387141808622585,0.046511627906976744,0.2964359491493511,1.0,2/15,1.12%,LGALS3;NCKAP1L
507,prerank,intracellular pH reduction (GO:0051452),-0.774232588542463,-1.3385296843905472,0.08928571428571429,0.29619858140064176,1.0,5/25,8.40%,TCIRG1;SLC11A1;ATP6V0D2;ATP6V0A4;SLAMF8
508,prerank,visual system development (GO:0150063),-0.7637828821169523,-1.3378796275163276,0.03508771929824561,0.29732510037438875,1.0,10/25,15.47%,SH3PXD2B;C1QA;ITGAM;TGFB2;SMOC1;FOXC1;C3;MEIS3;SALL2;SMG9
509,prerank,positive regulation of mononuclear cell migration (GO:0071677),-0.8772346015884466,-1.3369601484367202,0.03225806451612903,0.29915489035049947,1.0,8/20,5.92%,CCR2;LGALS3;SERPINE1;PLA2G7;AIF1;CCL5;LGMN;CXCL10
510,prerank,insulin receptor signaling pathway (GO:0008286),0.6465743872164424,1.335671564036491,0.0,0.5514403094628334,1.0,2/64,0.22%,PDK2;PDK4
511,prerank,positive regulation of peptidyl-lysine acetylation (GO:2000758),0.7913067903069007,1.3355329712798754,0.14285714285714285,0.5477616654496952,1.0,2/17,7.22%,PPARGC1A;PRKAA2
512,prerank,vasculogenesis (GO:0001570),0.7328142288527273,1.3353221197667138,0.09302325581395349,0.5444556670967762,1.0,3/28,4.34%,KDR;TNNI3;VEGFA
513,prerank,regulation of gene silencing by miRNA (GO:0060964),0.6500608463332112,1.3343340568065882,0.10810810810810811,0.5433246627305166,1.0,2/57,3.04%,FXR1;EIF4G1
514,prerank,calcium ion import (GO:0070509),0.7894958365774091,1.3343290774108971,0.16279069767441862,0.5391128436395823,1.0,5/20,10.42%,CACNA1S;ATP2A2;CACNB2;AFG3L2;MCUR1
515,prerank,BMP signaling pathway (GO:0030509),-0.7347390653152552,-1.3340433896249673,0.07936507936507936,0.3069870663766294,1.0,4/41,3.75%,GDF6;TGFB3;GDF15;TGFB2
516,prerank,defense response to symbiont (GO:0140546),-0.6569967760602418,-1.3338116963722937,0.1111111111111111,0.3068425275658347,1.0,30/80,17.42%,PTPRC;TLR2;TLR9;TLR8;RNASE6;FLNA;SKP2;TLR7;IFIT3;MAP3K14;OAS3;ISG20;MX1;ZBP1;IFITM2;RNASEL;STING1;ISG15;PYCARD;NLRC5;BST2;LYST;MLKL;SAMHD1;PMAIP1;IFIT1;RIPK3;IRF7;MOV10;MYD88
517,prerank,regulation of phagocytosis (GO:0050764),-0.7416397109269518,-1.333740775064679,0.07692307692307693,0.30614168419319115,1.0,13/41,5.20%,TREM2;HCK;PTPRC;FCGR2B;FGR;TLR2;FCER1G;SLC11A1;CLEC7A;DOCK2;SIRPA;CYBA;SPHK1
518,prerank,regulation of protein catabolic process (GO:0042176),-0.6396088278765861,-1.3331806647928686,0.09836065573770492,0.30702356360947114,1.0,8/80,6.20%,CTSA;EEF1A1;FLNA;DACT1;AZIN2;NKD1;ATP13A2;GPC3
519,prerank,vesicle transport along microtubule (GO:0047496),0.768225429962068,1.3328382258410638,0.13333333333333333,0.5411148541995171,1.0,5/19,10.08%,FYCO1;TRAK1;KIF13A;KIF1C;TRAK2
520,prerank,chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),-0.7998956277618112,-1.332654387005179,0.10344827586206896,0.3083384571413647,1.0,9/19,13.75%,BGN;CHSY3;CHPF2;CHPF;CHST12;XYLT1;CHSY1;XYLT2;UGDH
521,prerank,cellular response to cAMP (GO:0071320),0.7630769470537782,1.3325866752463027,0.13157894736842105,0.53771645764816,1.0,9/22,15.93%,HCN4;HCN2;RAPGEF1;KCNQ1;AKAP6;AQP1;SLC26A6;PDE2A;EZR
522,prerank,regulation of heart rate by cardiac conduction (GO:0086091),0.7552021869743322,1.3325199872359625,0.11538461538461539,0.5338850827315622,1.0,15/32,11.27%,SCN4B;HCN4;KCNJ3;ANK2;KCNJ5;KCNA5;CACNB2;KCNJ2;DSP;DSC2;DSG2;KCND3;CACNA2D1;KCNQ1;JUP
523,prerank,positive regulation of phagocytosis (GO:0050766),-0.7596087893663482,-1.3300029321464417,0.06,0.3158727419477586,1.0,17/39,9.47%,TREM2;NCKAP1L;PTPRC;CD300LF;FCGR2B;FCER1G;RAB31;SLC11A1;CLEC7A;DOCK2;SIRPA;CYBA;GAS6;PTPRJ;C2;CAMK1D;C4B
524,prerank,positive regulation of histone modification (GO:0031058),0.7243383873753201,1.3299181868184486,0.08571428571428572,0.5407496109195977,1.0,1/28,1.05%,PPARGC1A
525,prerank,organelle fusion (GO:0048284),0.8310668016592982,1.3294142190987412,0.13953488372093023,0.5394582865064538,1.0,8/18,9.50%,MIGA2;MFN2;OPA1;CHCHD3;SPG7;MFN1;AFG3L2;MIEF2
526,prerank,intracellular lipid transport (GO:0032365),0.7726894435011398,1.3291124103576066,0.1568627450980392,0.5371202605367816,1.0,7/19,7.22%,ACACB;CPT1B;FABP3;CPT2;SLC25A20;ABCD3;PRKAA2
527,prerank,response to amyloid-beta (GO:1904645),-0.7723179374833978,-1.328867935328172,0.11475409836065574,0.3184933420629758,1.0,10/31,6.78%,TREM2;MMP2;MMP12;FCGR2B;LRP1;ATP1A3;IGF1;LGMN;VCAM1;ITGA4
528,prerank,positive regulation of smooth muscle cell migration (GO:0014911),-0.8470932211136167,-1.3287591579396567,0.09803921568627451,0.31797444572616196,1.0,6/17,4.91%,CCN4;S100A11;MDK;AIF1;IGF1;CCL5
529,prerank,regulation of supramolecular fiber organization (GO:1902903),-0.821922000054721,-1.3286604225689753,0.06779661016949153,0.31740043079593533,1.0,4/21,5.16%,AEBP1;APOE;MAP1A;EFEMP2
530,prerank,regulation of cardiac muscle cell contraction (GO:0086004),0.7736136719222865,1.328612835586467,0.02040816326530612,0.5351105048815278,1.0,10/26,7.48%,HCN4;ATP2A2;ANK2;PLN;RYR2;RANGRF;FGF13;DSP;DSC2;DSG2
531,prerank,regulation of interleukin-12 production (GO:0032655),-0.7968488381344158,-1.328278663458322,0.07547169811320754,0.3179525167565115,1.0,9/33,3.77%,MEFV;TLR2;MDK;IRF5;CLEC7A;LAPTM5;TLR9;THBS1;TLR8
532,prerank,positive regulation of locomotion (GO:0040017),-0.7892733951983761,-1.3276536850398806,0.09230769230769231,0.3190763714797965,1.0,7/24,10.97%,TREM2;CSF1R;THBS1;AIF1;TWIST1;TGFB1;PDGFRB
533,prerank,camera-type eye development (GO:0043010),-0.8509464873381645,-1.327581222595548,0.06451612903225806,0.31850391463760275,1.0,6/17,7.81%,CYP1B1;FBN1;FBN2;TENM3;ALDH1A3;TSKU
534,prerank,positive regulation of angiogenesis (GO:0045766),-0.6757316514112558,-1.3275637166813536,0.07575757575757576,0.31787716024305984,1.0,21/97,6.90%,SFRP2;CYP1B1;VASH2;SERPINE1;PTGIS;ECM1;CTSH;MDK;ITGAX;ADAM12;VEGFD;HMOX1;THBS1;GRN;ANXA3;SPHK1;RUNX1;PRKCB;PIK3CD;ITGA5;TWIST1
535,prerank,negative regulation of interleukin-6 production (GO:0032715),-0.8372019708478919,-1.3274458872533144,0.07272727272727272,0.31736758780584795,1.0,11/21,11.10%,NCKAP1L;PTPN6;TLR9;SIRPA;GBA;C1QTNF3;CX3CL1;GAS6;NLRC3;CD200R1;PTPN22
536,prerank,positive regulation of leukocyte migration (GO:0002687),-0.8589995763072442,-1.32733341232755,0.07407407407407407,0.3168605568770511,1.0,7/15,4.80%,LGALS3;NCKAP1L;MDK;PTN;ADAM8;AIF1;PLVAP
537,prerank,protein import into mitochondrial matrix (GO:0030150),0.8055977888434228,1.3272900119031383,0.12962962962962962,0.5354640280429379,1.0,11/15,16.42%,GRPEL1;TIMM23;TOMM40L;TIMM44;TIMM21;TIMM17A;TOMM40;DNAJC15;DNAJC19;ROMO1;GRPEL2
538,prerank,positive regulation of neutrophil migration (GO:1902624),-0.827101071124977,-1.3272540590792539,0.06349206349206349,0.3163844186855514,1.0,7/17,8.83%,NCKAP1L;MDK;ADAM8;THBS4;CD74;RAC2;CAMK1D
539,prerank,regulation of actin filament polymerization (GO:0030833),-0.7010189848851959,-1.3268693338592676,0.09836065573770492,0.3165615388134241,1.0,10/60,6.28%,HCK;NCKAP1L;PTK2B;DBN1;COTL1;PRKCD;CARMIL1;SSH3;HCLS1;CDC42EP5
540,prerank,positive regulation of protein kinase B signaling (GO:0051897),-0.6648246137782521,-1.3266353134739197,0.041666666666666664,0.3170483093463424,1.0,33/110,12.42%,VAV1;PIK3AP1;EREG;GDF15;HPSE;ADAM8;CX3CR1;RTN4;THBS1;PIK3R5;SRC;PIK3CG;P2RX4;IL18;RAC2;HCLS1;CX3CL1;PIK3CD;TGFBR1;RHOG;CD80;FGFR1;GAS6;PTPRJ;HGF;MST1R;TGFB1;MET;PDGFRB;CD86;FGFR2;AXL;MAZ
541,prerank,cardiac myofibril assembly (GO:0055003),0.8430253887371227,1.3260018731821923,0.125,0.5371447180409881,1.0,10/15,10.58%,MYL2;PROX1;TTN;FHOD3;MYLK3;ACTC1;NRAP;TCAP;NEBL;CSRP3
542,prerank,negative regulation of wound healing (GO:0061045),-0.8086059183316052,-1.3258824453595948,0.12280701754385964,0.3185182776760218,1.0,4/19,3.46%,APOE;SERPINE1;SERPINE2;CD109
543,prerank,negative regulation of protein transport (GO:0051224),-0.8873490683498031,-1.3253884970165788,0.017543859649122806,0.31947537243352314,1.0,1/17,0.51%,APOE
544,prerank,regulation of mitochondrial translation (GO:0070129),0.7954824053370002,1.3247665944198244,0.1875,0.5382261360847993,1.0,12/20,17.75%,RMND1;TSFM;MRPS27;C1QBP;MTG1;MTG2;COA3;FASTKD2;TRMT10C;RCC1L;UQCC2;RPUSD4
545,prerank,mitochondrial fusion (GO:0008053),0.8100276827188209,1.3244432296304394,0.14285714285714285,0.5355807250088404,1.0,8/16,9.50%,MIGA2;MFN2;OPA1;CHCHD3;SPG7;MFN1;AFG3L2;MIEF2
546,prerank,positive regulation of phosphate metabolic process (GO:0045937),-0.8124336456982276,-1.3230400882872158,0.0425531914893617,0.3253315557764187,1.0,9/23,10.23%,NCKAP1L;EREG;PTH1R;THBS1;SRC;CCL5;ILK;ANG;APP
547,prerank,I-kappaB kinase/NF-kappaB signaling (GO:0007249),-0.6896086177020018,-1.3224044418181529,0.10714285714285714,0.32704994330692955,1.0,11/57,9.64%,TLR2;TLR9;TLR8;CD14;PRDX4;TIFA;TLR7;CARD11;TICAM2;NLRC3;MAP3K14
548,prerank,negative regulation of macromolecule metabolic process (GO:0010605),-0.6120495237016813,-1.322242804254179,0.02857142857142857,0.32680800303164764,1.0,30/155,12.27%,SFRP2;APOE;SFRP1;CILP;APOBEC1;HAVCR2;TGFB2;OLFM1;ID2;EMILIN1;IGF1;LGMN;RUNX1;MSR1;SPI1;SLC2A10;ROBO1;ATOH8;RBMS3;WNT4;DLG4;SMO;APP;VDR;TGFB1;ITGB8;PTPN22;NOTCH2;BMP2;UPK3B
549,prerank,myofibril assembly (GO:0030239),0.7268288083208242,1.3219056911848348,0.1111111111111111,0.5425539894500478,1.0,21/39,11.52%,MYL2;TMOD4;LMOD3;MYOZ2;KLHL41;TTN;OBSCN;LMOD2;MYPN;FHOD3;MYLK3;MYH6;TPM1;MYOM2;ACTC1;TCAP;TMOD1;CSRP3;ACTN2;TNNT1;PGM5
550,prerank,nuclear-transcribed mRNA catabolic process (GO:0000956),-0.624140835422038,-1.3218980215122746,0.07142857142857142,0.3269010425197329,1.0,49/163,23.75%,PABPC1;RPL3;RPS12;RPL34;RPL6;RPS4X;RPS16;RPL27A;RPL17;TENT2;RPL39;RPS8;RPS20;RPL13A;RPS26;RPS23;RPS5;SMG9;RPL37A;RPL15;RPS19;RPL12;RPL41;RPL36A;RPL35A;RPL10A;RPL35;RPL14;RPS18;RPS27A;RPL4;RPL22;RPS21;RPL11;RPS3;RPS10;RPS24;RPL18A;PARN;RPL19;RPL32;RPL31;RPS7;RPS6;RPS27;RPLP1;RPS11;DXO;UPF3A
551,prerank,monocyte chemotaxis (GO:0002548),-0.8412465042704413,-1.3212639809066304,0.1111111111111111,0.32807583831906206,1.0,8/15,8.98%,LGALS3;CALCA;ANXA1;CCL5;CX3CL1;PTPRO;TNFRSF11A;CCL8
552,prerank,negative regulation of phosphate metabolic process (GO:0045936),-0.8469150205331131,-1.3210780613405706,0.1694915254237288,0.32805462249548006,1.0,6/18,11.37%,PLEK;CDKN2B;DYNLL1;CDA;INHBA;STAP1
553,prerank,negative regulation of endocytosis (GO:0045806),-0.8171838120160229,-1.3210022110782482,0.14285714285714285,0.32750883253017016,1.0,2/21,1.91%,LGALS3;CD300A
554,prerank,positive regulation of response to wounding (GO:1903036),-0.8129355459946427,-1.320617159198643,0.1111111111111111,0.32804004619487964,1.0,6/17,6.37%,ANXA1;MDK;PTN;CLEC7A;GRN;ACTG1
555,prerank,positive regulation of T cell migration (GO:2000406),-0.8303682141755833,-1.320610290804082,0.14035087719298245,0.32727706974268916,1.0,5/17,5.92%,CCR2;SPN;AIF1;CCL5;CXCL10
556,prerank,wound healing (GO:0042060),-0.7180073221069573,-1.3197085446155623,0.06896551724137931,0.3293963815096494,1.0,14/53,6.53%,COL3A1;MYOF;PAK1;EREG;MMP12;HPSE;SLC11A1;HMOX1;AHNAK2;TGFB2;IGF1;PRCP;ITGB3;TGFBR1
557,prerank,sphingosine metabolic process (GO:0006670),-0.8429642779485771,-1.3196873473147461,0.10909090909090909,0.3286885111837449,1.0,6/15,11.61%,PLPP2;GBA;SPHK1;ASAH1;SPTLC2;ACER3
558,prerank,regulation of protein kinase B signaling (GO:0051896),-0.6500849483969833,-1.3194291842526964,0.0,0.3287479869335703,1.0,37/144,12.42%,VAV1;PIK3AP1;EREG;GDF15;HPSE;RCN3;ADAM8;CX3CR1;RTN4;ARRB2;THBS1;PIK3R5;SRC;PIK3CG;P2RX4;IL18;RAC2;HCLS1;CX3CL1;PIK3CD;TGFBR1;PHLDA3;RHOG;CD80;SLC9A3R1;FGFR1;GAS6;PTPRJ;HGF;MST1R;TGFB1;MET;PDGFRB;CD86;FGFR2;AXL;MAZ
559,prerank,positive regulation of B cell activation (GO:0050871),-0.7307743254122083,-1.3192630748658771,0.16981132075471697,0.32850776827911465,1.0,7/37,5.36%,MMP14;NCKAP1L;PTPRC;TLR9;SASH3;BTK;CD74
